LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
IRL,GDPHRWKD,TOT,USD,A,2015,94.22459,
IRL,GDPHRWKD,TOT,USD,A,2016,91.22366,
IRL,GDPHRWKD,TOT,USD,A,2017,95.71205,
IRL,GDPHRWKD,TOT,USD,A,2018,100.1335,
IRL,GDPHRWKD,TOT,USD,A,2019,102.3884,
IRL,GDPHRWKD,TOT,USD,A,2020,120.8399,
IRL,GDPHRWKD,TOT,USD,A,2021,130.5524,
IRL,GDPHRWKD,TOT,USD,A,2022,131.5734,
ITA,GDPHRWKD,TOT,USD,A,1970,25.30596,
ITA,GDPHRWKD,TOT,USD,A,1971,26.43725,
ITA,GDPHRWKD,TOT,USD,A,1972,27.74694,
ITA,GDPHRWKD,TOT,USD,A,1973,29.55266,
ITA,GDPHRWKD,TOT,USD,A,1974,31.18904,
ITA,GDPHRWKD,TOT,USD,A,1975,30.76191,
ITA,GDPHRWKD,TOT,USD,A,1976,32.65956,
ITA,GDPHRWKD,TOT,USD,A,1977,34.01496,
ITA,GDPHRWKD,TOT,USD,A,1978,35.1898,
ITA,GDPHRWKD,TOT,USD,A,1979,37.00668,
ITA,GDPHRWKD,TOT,USD,A,1980,37.70945,
ITA,GDPHRWKD,TOT,USD,A,1981,37.93032,
ITA,GDPHRWKD,TOT,USD,A,1982,37.77805,
ITA,GDPHRWKD,TOT,USD,A,1983,38.1117,
ITA,GDPHRWKD,TOT,USD,A,1984,39.56228,
ITA,GDPHRWKD,TOT,USD,A,1985,40.36374,
ITA,GDPHRWKD,TOT,USD,A,1986,41.04817,
ITA,GDPHRWKD,TOT,USD,A,1987,41.83355,
ITA,GDPHRWKD,TOT,USD,A,1988,43.04177,
ITA,GDPHRWKD,TOT,USD,A,1989,44.5725,
ITA,GDPHRWKD,TOT,USD,A,1990,45.00181,
ITA,GDPHRWKD,TOT,USD,A,1991,45.02263,
ITA,GDPHRWKD,TOT,USD,A,1992,45.65271,
ITA,GDPHRWKD,TOT,USD,A,1993,46.51621,
ITA,GDPHRWKD,TOT,USD,A,1994,48.47011,
ITA,GDPHRWKD,TOT,USD,A,1995,49.90707,
ITA,GDPHRWKD,TOT,USD,A,1996,49.96409,
ITA,GDPHRWKD,TOT,USD,A,1997,50.8862,
ITA,GDPHRWKD,TOT,USD,A,1998,50.92111,
ITA,GDPHRWKD,TOT,USD,A,1999,51.27922,
ITA,GDPHRWKD,TOT,USD,A,2000,52.75183,
ITA,GDPHRWKD,TOT,USD,A,2001,53.10559,
ITA,GDPHRWKD,TOT,USD,A,2002,52.68915,
ITA,GDPHRWKD,TOT,USD,A,2003,52.31578,
ITA,GDPHRWKD,TOT,USD,A,2004,52.7545,
ITA,GDPHRWKD,TOT,USD,A,2005,52.9902,
ITA,GDPHRWKD,TOT,USD,A,2006,52.87354,
ITA,GDPHRWKD,TOT,USD,A,2007,52.83335,
ITA,GDPHRWKD,TOT,USD,A,2008,52.5321,
ITA,GDPHRWKD,TOT,USD,A,2009,51.48563,
ITA,GDPHRWKD,TOT,USD,A,2010,52.65614,
ITA,GDPHRWKD,TOT,USD,A,2011,53.01162,
ITA,GDPHRWKD,TOT,USD,A,2012,52.72825,
ITA,GDPHRWKD,TOT,USD,A,2013,53.14736,
ITA,GDPHRWKD,TOT,USD,A,2014,53.18964,
ITA,GDPHRWKD,TOT,USD,A,2015,53.22121,
ITA,GDPHRWKD,TOT,USD,A,2016,53.05762,
ITA,GDPHRWKD,TOT,USD,A,2017,53.39989,
ITA,GDPHRWKD,TOT,USD,A,2018,53.39327,
ITA,GDPHRWKD,TOT,USD,A,2019,53.65855,
ITA,GDPHRWKD,TOT,USD,A,2020,55.31928,
ITA,GDPHRWKD,TOT,USD,A,2021,54.36336,
ITA,GDPHRWKD,TOT,USD,A,2022,54.20835,
JPN,GDPHRWKD,TOT,USD,A,1970,13.91301,
JPN,GDPHRWKD,TOT,USD,A,1971,14.49059,
JPN,GDPHRWKD,TOT,USD,A,1972,15.70567,
JPN,GDPHRWKD,TOT,USD,A,1973,16.79589,
JPN,GDPHRWKD,TOT,USD,A,1974,17.15912,
JPN,GDPHRWKD,TOT,USD,A,1975,17.94313,
JPN,GDPHRWKD,TOT,USD,A,1976,18.36582,
JPN,GDPHRWKD,TOT,USD,A,1977,18.93596,
JPN,GDPHRWKD,TOT,USD,A,1978,19.7975,
JPN,GDPHRWKD,TOT,USD,A,1979,20.64146,
JPN,GDPHRWKD,TOT,USD,A,1980,21.12694,
JPN,GDPHRWKD,TOT,USD,A,1981,22.0162,
JPN,GDPHRWKD,TOT,USD,A,1982,22.57542,
JPN,GDPHRWKD,TOT,USD,A,1983,23.14512,
JPN,GDPHRWKD,TOT,USD,A,1984,23.93548,
JPN,GDPHRWKD,TOT,USD,A,1985,25.21423,
JPN,GDPHRWKD,TOT,USD,A,1986,25.8629,
JPN,GDPHRWKD,TOT,USD,A,1987,26.97129,
JPN,GDPHRWKD,TOT,USD,A,1988,28.49222,
JPN,GDPHRWKD,TOT,USD,A,1989,29.77467,
JPN,GDPHRWKD,TOT,USD,A,1990,31.29322,
JPN,GDPHRWKD,TOT,USD,A,1991,32.27453,
JPN,GDPHRWKD,TOT,USD,A,1992,32.74261,
JPN,GDPHRWKD,TOT,USD,A,1993,33.49202,
JPN,GDPHRWKD,TOT,USD,A,1994,33.94148,
JPN,GDPHRWKD,TOT,USD,A,1995,34.97273,
JPN,GDPHRWKD,TOT,USD,A,1996,35.88045,
JPN,GDPHRWKD,TOT,USD,A,1997,36.49454,
JPN,GDPHRWKD,TOT,USD,A,1998,36.90343,
JPN,GDPHRWKD,TOT,USD,A,1999,37.93903,
JPN,GDPHRWKD,TOT,USD,A,2000,39.0365,
JPN,GDPHRWKD,TOT,USD,A,2001,39.592,
JPN,GDPHRWKD,TOT,USD,A,2002,40.32157,
JPN,GDPHRWKD,TOT,USD,A,2003,40.89628,
JPN,GDPHRWKD,TOT,USD,A,2004,41.87902,
JPN,GDPHRWKD,TOT,USD,A,2005,42.48593,
JPN,GDPHRWKD,TOT,USD,A,2006,42.55453,
JPN,GDPHRWKD,TOT,USD,A,2007,42.86981,
JPN,GDPHRWKD,TOT,USD,A,2008,42.74525,
JPN,GDPHRWKD,TOT,USD,A,2009,42.13764,
JPN,GDPHRWKD,TOT,USD,A,2010,43.4404,
JPN,GDPHRWKD,TOT,USD,A,2011,43.71382,
JPN,GDPHRWKD,TOT,USD,A,2012,44.19208,
JPN,GDPHRWKD,TOT,USD,A,2013,45.17965,
JPN,GDPHRWKD,TOT,USD,A,2014,45.25976,
JPN,GDPHRWKD,TOT,USD,A,2015,46.16999,
JPN,GDPHRWKD,TOT,USD,A,2016,46.21638,
JPN,GDPHRWKD,TOT,USD,A,2017,46.63875,
JPN,GDPHRWKD,TOT,USD,A,2018,46.92477,
JPN,GDPHRWKD,TOT,USD,A,2019,47.33558,
JPN,GDPHRWKD,TOT,USD,A,2020,46.88259,
JPN,GDPHRWKD,TOT,USD,A,2021,47.61554,
JPN,GDPHRWKD,TOT,USD,A,2022,48.05572,E
KOR,GDPHRWKD,TOT,USD,A,2011,33.01841,
KOR,GDPHRWKD,TOT,USD,A,2012,33.49794,
KOR,GDPHRWKD,TOT,USD,A,2013,34.29777,
KOR,GDPHRWKD,TOT,USD,A,2014,35.0787,
KOR,GDPHRWKD,TOT,USD,A,2015,35.55779,
KOR,GDPHRWKD,TOT,USD,A,2016,36.54808,
KOR,GDPHRWKD,TOT,USD,A,2017,38.18056,
KOR,GDPHRWKD,TOT,USD,A,2018,39.63926,
KOR,GDPHRWKD,TOT,USD,A,2019,40.60931,
KOR,GDPHRWKD,TOT,USD,A,2020,41.90545,
KOR,GDPHRWKD,TOT,USD,A,2021,43.0737,
KOR,GDPHRWKD,TOT,USD,A,2022,43.11773,E
LUX,GDPHRWKD,TOT,USD,A,1970,46.34691,
LUX,GDPHRWKD,TOT,USD,A,1971,46.19118,
LUX,GDPHRWKD,TOT,USD,A,1972,48.48839,
LUX,GDPHRWKD,TOT,USD,A,1973,52.38926,
LUX,GDPHRWKD,TOT,USD,A,1974,53.82814,
LUX,GDPHRWKD,TOT,USD,A,1975,50.47248,
LUX,GDPHRWKD,TOT,USD,A,1976,51.33199,
LUX,GDPHRWKD,TOT,USD,A,1977,52.92679,
LUX,GDPHRWKD,TOT,USD,A,1978,55.96925,
LUX,GDPHRWKD,TOT,USD,A,1979,57.54769,
LUX,GDPHRWKD,TOT,USD,A,1980,58.18329,
LUX,GDPHRWKD,TOT,USD,A,1981,58.52402,
LUX,GDPHRWKD,TOT,USD,A,1982,59.97371,
LUX,GDPHRWKD,TOT,USD,A,1983,62.17548,
LUX,GDPHRWKD,TOT,USD,A,1984,66.19795,
LUX,GDPHRWKD,TOT,USD,A,1985,66.84556,
LUX,GDPHRWKD,TOT,USD,A,1986,72.18712,
LUX,GDPHRWKD,TOT,USD,A,1987,73.12773,
LUX,GDPHRWKD,TOT,USD,A,1988,76.06064,
LUX,GDPHRWKD,TOT,USD,A,1989,81.27709,
LUX,GDPHRWKD,TOT,USD,A,1990,82.14235,
LUX,GDPHRWKD,TOT,USD,A,1991,86.73965,
LUX,GDPHRWKD,TOT,USD,A,1992,87.07356,
LUX,GDPHRWKD,TOT,USD,A,1993,88.78006,
LUX,GDPHRWKD,TOT,USD,A,1994,90.9486,
LUX,GDPHRWKD,TOT,USD,A,1995,89.29036,
LUX,GDPHRWKD,TOT,USD,A,1996,89.52178,
LUX,GDPHRWKD,TOT,USD,A,1997,90.95587,
LUX,GDPHRWKD,TOT,USD,A,1998,93.05751,
LUX,GDPHRWKD,TOT,USD,A,1999,96.29788,
LUX,GDPHRWKD,TOT,USD,A,2000,97.45971,B
LUX,GDPHRWKD,TOT,USD,A,2001,95.73324,
LUX,GDPHRWKD,TOT,USD,A,2002,96.46505,
LUX,GDPHRWKD,TOT,USD,A,2003,97.17024,
LUX,GDPHRWKD,TOT,USD,A,2004,98.97386,
LUX,GDPHRWKD,TOT,USD,A,2005,99.95764,
LUX,GDPHRWKD,TOT,USD,A,2006,102.0351,
LUX,GDPHRWKD,TOT,USD,A,2007,104.7434,
LUX,GDPHRWKD,TOT,USD,A,2008,99.68583,
LUX,GDPHRWKD,TOT,USD,A,2009,99.48462,
LUX,GDPHRWKD,TOT,USD,A,2010,101.1601,
LUX,GDPHRWKD,TOT,USD,A,2011,99.37877,
LUX,GDPHRWKD,TOT,USD,A,2012,98.98986,
LUX,GDPHRWKD,TOT,USD,A,2013,100.8008,
LUX,GDPHRWKD,TOT,USD,A,2014,100.5504,
LUX,GDPHRWKD,TOT,USD,A,2015,99.77782,
LUX,GDPHRWKD,TOT,USD,A,2016,101.7633,
LUX,GDPHRWKD,TOT,USD,A,2017,100.2568,
LUX,GDPHRWKD,TOT,USD,A,2018,98.57839,
LUX,GDPHRWKD,TOT,USD,A,2019,98.38507,
LUX,GDPHRWKD,TOT,USD,A,2020,101.568,
LUX,GDPHRWKD,TOT,USD,A,2021,101.5413,
LUX,GDPHRWKD,TOT,USD,A,2022,100.17,
MEX,GDPHRWKD,TOT,USD,A,1991,19.77953,
MEX,GDPHRWKD,TOT,USD,A,1992,19.88187,
MEX,GDPHRWKD,TOT,USD,A,1993,19.80269,
MEX,GDPHRWKD,TOT,USD,A,1994,19.75934,
MEX,GDPHRWKD,TOT,USD,A,1995,18.53865,
MEX,GDPHRWKD,TOT,USD,A,1996,18.74819,
MEX,GDPHRWKD,TOT,USD,A,1997,18.53124,
MEX,GDPHRWKD,TOT,USD,A,1998,19.62272,
MEX,GDPHRWKD,TOT,USD,A,1999,19.27401,
MEX,GDPHRWKD,TOT,USD,A,2000,20.40818,
MEX,GDPHRWKD,TOT,USD,A,2001,20.54647,
MEX,GDPHRWKD,TOT,USD,A,2002,19.60896,
MEX,GDPHRWKD,TOT,USD,A,2003,20.22236,
MEX,GDPHRWKD,TOT,USD,A,2004,20.50054,
MEX,GDPHRWKD,TOT,USD,A,2005,18.7732,B
MEX,GDPHRWKD,TOT,USD,A,2006,19.13906,
MEX,GDPHRWKD,TOT,USD,A,2007,19.36136,
MEX,GDPHRWKD,TOT,USD,A,2008,19.24462,
MEX,GDPHRWKD,TOT,USD,A,2009,18.10058,
MEX,GDPHRWKD,TOT,USD,A,2010,18.74787,
MEX,GDPHRWKD,TOT,USD,A,2011,19.07992,
MEX,GDPHRWKD,TOT,USD,A,2012,19.23356,
MEX,GDPHRWKD,TOT,USD,A,2013,19.22718,
MEX,GDPHRWKD,TOT,USD,A,2014,19.71351,
MEX,GDPHRWKD,TOT,USD,A,2015,19.84123,
MEX,GDPHRWKD,TOT,USD,A,2016,20.21664,
MEX,GDPHRWKD,TOT,USD,A,2017,20.3297,
MEX,GDPHRWKD,TOT,USD,A,2018,20.19467,
MEX,GDPHRWKD,TOT,USD,A,2019,19.70648,
MEX,GDPHRWKD,TOT,USD,A,2020,19.61513,
MEX,GDPHRWKD,TOT,USD,A,2021,18.90328,
MEX,GDPHRWKD,TOT,USD,A,2022,18.8161,
NLD,GDPHRWKD,TOT,USD,A,1970,30.18807,
NLD,GDPHRWKD,TOT,USD,A,1971,31.73582,
NLD,GDPHRWKD,TOT,USD,A,1972,32.75451,
NLD,GDPHRWKD,TOT,USD,A,1973,34.92639,
NLD,GDPHRWKD,TOT,USD,A,1974,37.29976,
NLD,GDPHRWKD,TOT,USD,A,1975,38.55363,
NLD,GDPHRWKD,TOT,USD,A,1976,40.48103,
NLD,GDPHRWKD,TOT,USD,A,1977,41.73031,
NLD,GDPHRWKD,TOT,USD,A,1978,42.89477,
NLD,GDPHRWKD,TOT,USD,A,1979,43.4296,
NLD,GDPHRWKD,TOT,USD,A,1980,44.10227,
NLD,GDPHRWKD,TOT,USD,A,1981,43.95317,
NLD,GDPHRWKD,TOT,USD,A,1982,44.46766,
NLD,GDPHRWKD,TOT,USD,A,1983,46.24374,
NLD,GDPHRWKD,TOT,USD,A,1984,47.52158,
NLD,GDPHRWKD,TOT,USD,A,1985,48.39332,
NLD,GDPHRWKD,TOT,USD,A,1986,49.05381,
NLD,GDPHRWKD,TOT,USD,A,1987,49.65399,
NLD,GDPHRWKD,TOT,USD,A,1988,50.55394,
NLD,GDPHRWKD,TOT,USD,A,1989,51.58451,
NLD,GDPHRWKD,TOT,USD,A,1990,52.3307,
NLD,GDPHRWKD,TOT,USD,A,1991,52.96181,
NLD,GDPHRWKD,TOT,USD,A,1992,52.86196,
NLD,GDPHRWKD,TOT,USD,A,1993,53.70985,
NLD,GDPHRWKD,TOT,USD,A,1994,54.65366,
NLD,GDPHRWKD,TOT,USD,A,1995,53.83072,
NLD,GDPHRWKD,TOT,USD,A,1996,54.02972,
NLD,GDPHRWKD,TOT,USD,A,1997,55.22271,
NLD,GDPHRWKD,TOT,USD,A,1998,56.57869,
NLD,GDPHRWKD,TOT,USD,A,1999,57.82745,
NLD,GDPHRWKD,TOT,USD,A,2000,59.69649,
NLD,GDPHRWKD,TOT,USD,A,2001,60.29951,
NLD,GDPHRWKD,TOT,USD,A,2002,60.73963,
NLD,GDPHRWKD,TOT,USD,A,2003,61.54164,
NLD,GDPHRWKD,TOT,USD,A,2004,62.60302,
NLD,GDPHRWKD,TOT,USD,A,2005,64.09794,
NLD,GDPHRWKD,TOT,USD,A,2006,65.0513,
NLD,GDPHRWKD,TOT,USD,A,2007,65.6325,
NLD,GDPHRWKD,TOT,USD,A,2008,66.00929,
NLD,GDPHRWKD,TOT,USD,A,2009,64.52033,
NLD,GDPHRWKD,TOT,USD,A,2010,65.85273,
NLD,GDPHRWKD,TOT,USD,A,2011,66.27474,
NLD,GDPHRWKD,TOT,USD,A,2012,66.1761,
NLD,GDPHRWKD,TOT,USD,A,2013,66.67897,
NLD,GDPHRWKD,TOT,USD,A,2014,67.17271,
NLD,GDPHRWKD,TOT,USD,A,2015,67.83296,
NLD,GDPHRWKD,TOT,USD,A,2016,67.72718,
NLD,GDPHRWKD,TOT,USD,A,2017,68.09555,
NLD,GDPHRWKD,TOT,USD,A,2018,67.87692,
NLD,GDPHRWKD,TOT,USD,A,2019,67.42266,
NLD,GDPHRWKD,TOT,USD,A,2020,67.52076,
NLD,GDPHRWKD,TOT,USD,A,2021,69.39652,
NLD,GDPHRWKD,TOT,USD,A,2022,69.65928,
NZL,GDPHRWKD,TOT,USD,A,1970,23.84936,
NZL,GDPHRWKD,TOT,USD,A,1971,24.50263,
NZL,GDPHRWKD,TOT,USD,A,1972,25.67908,
NZL,GDPHRWKD,TOT,USD,A,1973,26.80327,
NZL,GDPHRWKD,TOT,USD,A,1974,27.08256,
NZL,GDPHRWKD,TOT,USD,A,1975,26.38162,
NZL,GDPHRWKD,TOT,USD,A,1976,26.22372,
NZL,GDPHRWKD,TOT,USD,A,1977,24.74001,
NZL,GDPHRWKD,TOT,USD,A,1978,25.07718,
NZL,GDPHRWKD,TOT,USD,A,1979,25.41327,
NZL,GDPHRWKD,TOT,USD,A,1980,25.91403,
NZL,GDPHRWKD,TOT,USD,A,1981,27.19748,
NZL,GDPHRWKD,TOT,USD,A,1982,27.10583,
NZL,GDPHRWKD,TOT,USD,A,1983,27.51831,
NZL,GDPHRWKD,TOT,USD,A,1984,28.17164,
NZL,GDPHRWKD,TOT,USD,A,1985,27.74661,
NZL,GDPHRWKD,TOT,USD,A,1986,26.94747,
NZL,GDPHRWKD,TOT,USD,A,1987,27.25172,
NZL,GDPHRWKD,TOT,USD,A,1988,28.85466,
NZL,GDPHRWKD,TOT,USD,A,1989,30.16754,
NZL,GDPHRWKD,TOT,USD,A,1990,31.23934,
NZL,GDPHRWKD,TOT,USD,A,1991,30.6925,
NZL,GDPHRWKD,TOT,USD,A,1992,31.86174,
NZL,GDPHRWKD,TOT,USD,A,1993,32.60234,
NZL,GDPHRWKD,TOT,USD,A,1994,32.78373,
NZL,GDPHRWKD,TOT,USD,A,1995,33.04221,
NZL,GDPHRWKD,TOT,USD,A,1996,33.1503,
NZL,GDPHRWKD,TOT,USD,A,1997,34.28639,
NZL,GDPHRWKD,TOT,USD,A,1998,33.73945,
NZL,GDPHRWKD,TOT,USD,A,1999,34.13208,
NZL,GDPHRWKD,TOT,USD,A,2000,35.18297,
NZL,GDPHRWKD,TOT,USD,A,2001,35.84778,
NZL,GDPHRWKD,TOT,USD,A,2002,36.53419,
NZL,GDPHRWKD,TOT,USD,A,2003,37.22693,
NZL,GDPHRWKD,TOT,USD,A,2004,37.07037,
NZL,GDPHRWKD,TOT,USD,A,2005,36.98228,
NZL,GDPHRWKD,TOT,USD,A,2006,37.4469,
NZL,GDPHRWKD,TOT,USD,A,2007,38.92344,
NZL,GDPHRWKD,TOT,USD,A,2008,37.67884,
NZL,GDPHRWKD,TOT,USD,A,2009,39.66921,
NZL,GDPHRWKD,TOT,USD,A,2010,39.33432,
NZL,GDPHRWKD,TOT,USD,A,2011,40.07958,
NZL,GDPHRWKD,TOT,USD,A,2012,41.57826,
NZL,GDPHRWKD,TOT,USD,A,2013,40.71006,
NZL,GDPHRWKD,TOT,USD,A,2014,40.67963,
NZL,GDPHRWKD,TOT,USD,A,2015,41.62283,
NZL,GDPHRWKD,TOT,USD,A,2016,41.24146,
NZL,GDPHRWKD,TOT,USD,A,2017,41.30371,
NZL,GDPHRWKD,TOT,USD,A,2018,42.14604,
NZL,GDPHRWKD,TOT,USD,A,2019,41.8881,
NZL,GDPHRWKD,TOT,USD,A,2020,42.6281,
NZL,GDPHRWKD,TOT,USD,A,2021,43.67593,
NZL,GDPHRWKD,TOT,USD,A,2022,43.72473,E
NOR,GDPHRWKD,TOT,USD,A,1970,28.48969,
NOR,GDPHRWKD,TOT,USD,A,1971,30.18786,
NOR,GDPHRWKD,TOT,USD,A,1972,32.01447,
NOR,GDPHRWKD,TOT,USD,A,1973,33.50003,
NOR,GDPHRWKD,TOT,USD,A,1974,34.75449,
NOR,GDPHRWKD,TOT,USD,A,1975,36.19118,
NOR,GDPHRWKD,TOT,USD,A,1976,38.19593,
NOR,GDPHRWKD,TOT,USD,A,1977,39.50469,
NOR,GDPHRWKD,TOT,USD,A,1978,41.22702,
NOR,GDPHRWKD,TOT,USD,A,1979,43.02967,
NOR,GDPHRWKD,TOT,USD,A,1980,43.9125,
NOR,GDPHRWKD,TOT,USD,A,1981,44.29362,
NOR,GDPHRWKD,TOT,USD,A,1982,44.68994,
NOR,GDPHRWKD,TOT,USD,A,1983,46.75771,
NOR,GDPHRWKD,TOT,USD,A,1984,49.37519,
NOR,GDPHRWKD,TOT,USD,A,1985,50.90907,
NOR,GDPHRWKD,TOT,USD,A,1986,51.42704,
NOR,GDPHRWKD,TOT,USD,A,1987,52.18201,
NOR,GDPHRWKD,TOT,USD,A,1988,52.22796,
NOR,GDPHRWKD,TOT,USD,A,1989,54.42142,
NOR,GDPHRWKD,TOT,USD,A,1990,56.25329,
NOR,GDPHRWKD,TOT,USD,A,1991,58.64059,
NOR,GDPHRWKD,TOT,USD,A,1992,60.4766,
NOR,GDPHRWKD,TOT,USD,A,1993,61.85094,
NOR,GDPHRWKD,TOT,USD,A,1994,64.15809,
NOR,GDPHRWKD,TOT,USD,A,1995,66.16095,
NOR,GDPHRWKD,TOT,USD,A,1996,68.30641,
NOR,GDPHRWKD,TOT,USD,A,1997,70.06362,
NOR,GDPHRWKD,TOT,USD,A,1998,70.14797,
NOR,GDPHRWKD,TOT,USD,A,1999,71.00691,
NOR,GDPHRWKD,TOT,USD,A,2000,73.80132,
NOR,GDPHRWKD,TOT,USD,A,2001,76.53705,
NOR,GDPHRWKD,TOT,USD,A,2002,78.18388,
NOR,GDPHRWKD,TOT,USD,A,2003,80.7225,
NOR,GDPHRWKD,TOT,USD,A,2004,82.39308,
NOR,GDPHRWKD,TOT,USD,A,2005,83.303,
NOR,GDPHRWKD,TOT,USD,A,2006,82.75569,
NOR,GDPHRWKD,TOT,USD,A,2007,81.26677,
NOR,GDPHRWKD,TOT,USD,A,2008,78.86158,
NOR,GDPHRWKD,TOT,USD,A,2009,78.79768,
NOR,GDPHRWKD,TOT,USD,A,2010,79.20022,
NOR,GDPHRWKD,TOT,USD,A,2011,78.67446,
NOR,GDPHRWKD,TOT,USD,A,2012,79.3598,
NOR,GDPHRWKD,TOT,USD,A,2013,79.84955,
NOR,GDPHRWKD,TOT,USD,A,2014,80.48867,
NOR,GDPHRWKD,TOT,USD,A,2015,81.51708,
NOR,GDPHRWKD,TOT,USD,A,2016,82.06322,
NOR,GDPHRWKD,TOT,USD,A,2017,83.76164,
NOR,GDPHRWKD,TOT,USD,A,2018,83.11337,
NOR,GDPHRWKD,TOT,USD,A,2019,82.79385,
NOR,GDPHRWKD,TOT,USD,A,2020,83.54226,
NOR,GDPHRWKD,TOT,USD,A,2021,84.77447,
NOR,GDPHRWKD,TOT,USD,A,2022,84.26986,
POL,GDPHRWKD,TOT,USD,A,1993,14.5411,
POL,GDPHRWKD,TOT,USD,A,1994,15.25985,
POL,GDPHRWKD,TOT,USD,A,1995,16.48383,
POL,GDPHRWKD,TOT,USD,A,1996,17.15602,
POL,GDPHRWKD,TOT,USD,A,1997,18.05655,
POL,GDPHRWKD,TOT,USD,A,1998,18.90577,
POL,GDPHRWKD,TOT,USD,A,1999,20.60543,
POL,GDPHRWKD,TOT,USD,A,2000,22.24281,
POL,GDPHRWKD,TOT,USD,A,2001,23.01131,
POL,GDPHRWKD,TOT,USD,A,2002,24.27139,
POL,GDPHRWKD,TOT,USD,A,2003,25.3468,
POL,GDPHRWKD,TOT,USD,A,2004,26.30705,
POL,GDPHRWKD,TOT,USD,A,2005,26.72517,
POL,GDPHRWKD,TOT,USD,A,2006,27.46954,
POL,GDPHRWKD,TOT,USD,A,2007,28.18431,
POL,GDPHRWKD,TOT,USD,A,2008,28.40234,
POL,GDPHRWKD,TOT,USD,A,2009,29.3214,
POL,GDPHRWKD,TOT,USD,A,2010,31.08353,B
POL,GDPHRWKD,TOT,USD,A,2011,32.54966,
POL,GDPHRWKD,TOT,USD,A,2012,33.09926,
POL,GDPHRWKD,TOT,USD,A,2013,33.46658,
POL,GDPHRWKD,TOT,USD,A,2014,34.05052,
POL,GDPHRWKD,TOT,USD,A,2015,34.87979,
POL,GDPHRWKD,TOT,USD,A,2016,35.57778,
POL,GDPHRWKD,TOT,USD,A,2017,37.31522,
POL,GDPHRWKD,TOT,USD,A,2018,39.85423,
POL,GDPHRWKD,TOT,USD,A,2019,41.75235,
POL,GDPHRWKD,TOT,USD,A,2020,41.23043,
POL,GDPHRWKD,TOT,USD,A,2021,41.60378,
POL,GDPHRWKD,TOT,USD,A,2022,43.9318,
PRT,GDPHRWKD,TOT,USD,A,1970,15.88039,
PRT,GDPHRWKD,TOT,USD,A,1971,16.74587,
PRT,GDPHRWKD,TOT,USD,A,1972,18.29197,
PRT,GDPHRWKD,TOT,USD,A,1973,20.62406,
PRT,GDPHRWKD,TOT,USD,A,1974,19.60645,
PRT,GDPHRWKD,TOT,USD,A,1975,18.02281,
PRT,GDPHRWKD,TOT,USD,A,1976,19.11201,
PRT,GDPHRWKD,TOT,USD,A,1977,20.18749,
PRT,GDPHRWKD,TOT,USD,A,1978,20.93055,
PRT,GDPHRWKD,TOT,USD,A,1979,21.97038,
PRT,GDPHRWKD,TOT,USD,A,1980,22.60507,
PRT,GDPHRWKD,TOT,USD,A,1981,23.0002,
PRT,GDPHRWKD,TOT,USD,A,1982,23.64561,
PRT,GDPHRWKD,TOT,USD,A,1983,22.69038,
PRT,GDPHRWKD,TOT,USD,A,1984,22.45644,
PRT,GDPHRWKD,TOT,USD,A,1985,23.32457,
PRT,GDPHRWKD,TOT,USD,A,1986,24.39739,
PRT,GDPHRWKD,TOT,USD,A,1987,25.08265,
PRT,GDPHRWKD,TOT,USD,A,1988,26.28481,
PRT,GDPHRWKD,TOT,USD,A,1989,27.06945,
PRT,GDPHRWKD,TOT,USD,A,1990,27.70983,
PRT,GDPHRWKD,TOT,USD,A,1991,29.15692,
PRT,GDPHRWKD,TOT,USD,A,1992,30.20407,
PRT,GDPHRWKD,TOT,USD,A,1993,30.16693,
PRT,GDPHRWKD,TOT,USD,A,1994,30.36115,
PRT,GDPHRWKD,TOT,USD,A,1995,30.78664,
PRT,GDPHRWKD,TOT,USD,A,1996,31.32293,
PRT,GDPHRWKD,TOT,USD,A,1997,31.95128,
PRT,GDPHRWKD,TOT,USD,A,1998,32.30973,
PRT,GDPHRWKD,TOT,USD,A,1999,33.03021,
PRT,GDPHRWKD,TOT,USD,A,2000,33.38412,
PRT,GDPHRWKD,TOT,USD,A,2001,33.73982,
PRT,GDPHRWKD,TOT,USD,A,2002,33.99297,
PRT,GDPHRWKD,TOT,USD,A,2003,34.13158,
PRT,GDPHRWKD,TOT,USD,A,2004,34.87598,
PRT,GDPHRWKD,TOT,USD,A,2005,35.27231,
PRT,GDPHRWKD,TOT,USD,A,2006,35.928,
PRT,GDPHRWKD,TOT,USD,A,2007,36.49164,
PRT,GDPHRWKD,TOT,USD,A,2008,36.72766,
PRT,GDPHRWKD,TOT,USD,A,2009,36.56942,
PRT,GDPHRWKD,TOT,USD,A,2010,37.6856,
PRT,GDPHRWKD,TOT,USD,A,2011,38.24525,
PRT,GDPHRWKD,TOT,USD,A,2012,38.61912,
PRT,GDPHRWKD,TOT,USD,A,2013,39.17747,
PRT,GDPHRWKD,TOT,USD,A,2014,38.77961,
PRT,GDPHRWKD,TOT,USD,A,2015,38.77157,
PRT,GDPHRWKD,TOT,USD,A,2016,38.79611,
PRT,GDPHRWKD,TOT,USD,A,2017,39.11194,
PRT,GDPHRWKD,TOT,USD,A,2018,39.07529,
PRT,GDPHRWKD,TOT,USD,A,2019,39.66731,
PRT,GDPHRWKD,TOT,USD,A,2020,40.08425,
